step	action	robot0_eef_pos	door_pos	handle_pos	door_to_eef_pos	handle_to_eef_pos
0	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, -1.0]	[-0.05, -0.03, 1.15]	[-0.18, -0.08, 1.1]	[-0.24, 0.04, 1.17]	[-0.13, -0.05, -0.05]	[-0.2, 0.07, 0.02]
1	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, -1.0]	[-0.03, -0.05, 1.39]	[-0.19, -0.07, 1.1]	[-0.24, 0.09, 1.19]	[-0.16, -0.02, -0.29]	[-0.21, 0.14, -0.2]
2	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, -1.0]	[-0.1, -0.08, 1.4]	[-0.2, -0.07, 1.1]	[-0.26, 0.09, 1.19]	[-0.1, 0.01, -0.3]	[-0.16, 0.17, -0.21]
3	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, -1.0]	[-0.12, -0.08, 1.39]	[-0.22, -0.07, 1.1]	[-0.3, 0.08, 1.19]	[-0.1, 0.01, -0.29]	[-0.18, 0.16, -0.2]
4	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, -1.0]	[-0.15, -0.07, 1.37]	[-0.24, -0.06, 1.1]	[-0.33, 0.05, 1.18]	[-0.1, 0.0, -0.27]	[-0.19, 0.11, -0.2]
5	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, -1.0]	[-0.15, -0.05, 1.37]	[-0.25, -0.06, 1.1]	[-0.35, 0.02, 1.15]	[-0.1, -0.01, -0.27]	[-0.2, 0.07, -0.21]
6	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, -1.0]	[-0.14, -0.07, 1.36]	[-0.25, -0.06, 1.1]	[-0.35, 0.0, 1.12]	[-0.11, 0.01, -0.26]	[-0.21, 0.08, -0.23]
7	[-2.1, 1.01, 10.0, 0.0, 0.0, 0.0, -1.0]	[-0.13, -0.1, 1.35]	[-0.25, -0.06, 1.1]	[-0.35, -0.0, 1.1]	[-0.12, 0.04, -0.25]	[-0.21, 0.1, -0.24]
8	[-2.12, 1.21, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.13, -0.1, 1.34]	[-0.25, -0.06, 1.1]	[-0.34, -0.0, 1.09]	[-0.11, 0.04, -0.24]	[-0.21, 0.1, -0.26]
9	[-2.1, 1.22, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.13, -0.11, 1.34]	[-0.25, -0.06, 1.1]	[-0.35, -0.01, 1.08]	[-0.12, 0.05, -0.24]	[-0.21, 0.1, -0.27]
10	[-2.12, 1.28, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.14, -0.11, 1.34]	[-0.26, -0.06, 1.1]	[-0.36, -0.01, 1.08]	[-0.12, 0.05, -0.24]	[-0.22, 0.1, -0.27]
11	[-2.17, 1.28, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.15, -0.11, 1.34]	[-0.27, -0.06, 1.1]	[-0.37, -0.01, 1.08]	[-0.12, 0.05, -0.24]	[-0.22, 0.1, -0.27]
12	[-2.18, 1.24, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.15, -0.11, 1.35]	[-0.27, -0.06, 1.1]	[-0.37, -0.01, 1.08]	[-0.12, 0.05, -0.25]	[-0.22, 0.1, -0.27]
13	[-2.16, 1.21, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.15, -0.11, 1.35]	[-0.27, -0.06, 1.1]	[-0.37, -0.01, 1.08]	[-0.11, 0.04, -0.25]	[-0.22, 0.09, -0.27]
14	[-2.15, 1.19, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.15, -0.11, 1.34]	[-0.27, -0.06, 1.1]	[-0.37, -0.01, 1.08]	[-0.11, 0.04, -0.24]	[-0.21, 0.09, -0.27]
15	[-2.15, 1.18, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.15, -0.11, 1.34]	[-0.27, -0.06, 1.1]	[-0.37, -0.01, 1.08]	[-0.11, 0.04, -0.24]	[-0.21, 0.09, -0.27]
16	[-2.14, 1.17, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.15, -0.11, 1.34]	[-0.27, -0.06, 1.1]	[-0.37, -0.01, 1.08]	[-0.11, 0.04, -0.24]	[-0.21, 0.09, -0.27]
17	[-2.14, 1.17, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.15, -0.11, 1.34]	[-0.27, -0.06, 1.1]	[-0.37, -0.01, 1.08]	[-0.11, 0.04, -0.24]	[-0.21, 0.09, -0.27]
18	[-2.14, 1.17, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.15, -0.11, 1.34]	[-0.27, -0.06, 1.1]	[-0.37, -0.01, 1.08]	[-0.11, 0.04, -0.24]	[-0.21, 0.09, -0.27]
19	[-2.14, 1.17, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.15, -0.11, 1.34]	[-0.27, -0.06, 1.1]	[-0.37, -0.01, 1.08]	[-0.11, 0.04, -0.24]	[-0.21, 0.09, -0.27]
20	[-2.14, 1.17, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.15, -0.11, 1.34]	[-0.27, -0.06, 1.1]	[-0.37, -0.01, 1.08]	[-0.11, 0.04, -0.24]	[-0.21, 0.09, -0.27]
21	[-2.14, 1.17, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.15, -0.11, 1.34]	[-0.27, -0.06, 1.1]	[-0.37, -0.01, 1.08]	[-0.11, 0.04, -0.24]	[-0.21, 0.09, -0.27]
22	[-2.14, 1.17, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.15, -0.11, 1.34]	[-0.27, -0.06, 1.1]	[-0.37, -0.01, 1.08]	[-0.11, 0.04, -0.24]	[-0.21, 0.09, -0.27]
23	[-2.14, 1.17, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.15, -0.11, 1.34]	[-0.27, -0.06, 1.1]	[-0.37, -0.01, 1.08]	[-0.11, 0.04, -0.24]	[-0.21, 0.09, -0.27]
24	[-2.14, 1.17, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.15, -0.11, 1.34]	[-0.27, -0.06, 1.1]	[-0.37, -0.01, 1.08]	[-0.11, 0.04, -0.24]	[-0.21, 0.09, -0.27]
25	[-2.14, 1.17, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.16, -0.11, 1.34]	[-0.27, -0.06, 1.1]	[-0.37, -0.01, 1.08]	[-0.11, 0.04, -0.24]	[-0.21, 0.09, -0.27]
26	[-2.14, 1.17, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.16, -0.1, 1.34]	[-0.27, -0.06, 1.1]	[-0.37, -0.01, 1.08]	[-0.11, 0.04, -0.24]	[-0.21, 0.09, -0.27]
27	[-2.14, 1.17, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.16, -0.1, 1.34]	[-0.27, -0.06, 1.1]	[-0.37, -0.01, 1.08]	[-0.11, 0.04, -0.24]	[-0.21, 0.09, -0.27]
28	[-2.14, 1.17, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.16, -0.1, 1.34]	[-0.27, -0.06, 1.1]	[-0.37, -0.01, 1.08]	[-0.11, 0.04, -0.24]	[-0.21, 0.09, -0.27]
29	[-2.14, 1.17, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.16, -0.1, 1.34]	[-0.27, -0.06, 1.1]	[-0.37, -0.01, 1.08]	[-0.11, 0.04, -0.24]	[-0.21, 0.09, -0.27]
30	[-2.14, 1.17, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.16, -0.1, 1.34]	[-0.27, -0.06, 1.1]	[-0.37, -0.01, 1.08]	[-0.11, 0.04, -0.24]	[-0.21, 0.09, -0.27]
31	[-2.14, 1.17, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.16, -0.1, 1.34]	[-0.27, -0.06, 1.1]	[-0.37, -0.01, 1.08]	[-0.11, 0.04, -0.24]	[-0.21, 0.09, -0.27]
32	[-2.14, 1.17, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.16, -0.1, 1.34]	[-0.27, -0.06, 1.1]	[-0.37, -0.01, 1.08]	[-0.11, 0.04, -0.24]	[-0.21, 0.09, -0.27]
33	[-2.14, 1.17, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.16, -0.1, 1.34]	[-0.27, -0.06, 1.1]	[-0.37, -0.01, 1.08]	[-0.11, 0.04, -0.24]	[-0.21, 0.09, -0.27]
34	[-2.14, 1.17, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.16, -0.1, 1.34]	[-0.27, -0.06, 1.1]	[-0.37, -0.01, 1.08]	[-0.11, 0.04, -0.24]	[-0.21, 0.09, -0.27]
35	[-2.14, 1.17, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.16, -0.1, 1.34]	[-0.27, -0.06, 1.1]	[-0.37, -0.01, 1.08]	[-0.11, 0.04, -0.24]	[-0.21, 0.09, -0.27]
36	[-2.14, 1.17, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.16, -0.1, 1.34]	[-0.27, -0.06, 1.1]	[-0.37, -0.01, 1.08]	[-0.11, 0.04, -0.24]	[-0.21, 0.09, -0.27]
37	[-2.14, 1.16, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.16, -0.1, 1.34]	[-0.27, -0.06, 1.1]	[-0.37, -0.01, 1.08]	[-0.11, 0.04, -0.24]	[-0.21, 0.09, -0.27]
38	[-2.14, 1.16, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.16, -0.1, 1.34]	[-0.27, -0.06, 1.1]	[-0.37, -0.01, 1.08]	[-0.11, 0.04, -0.24]	[-0.21, 0.09, -0.27]
39	[-2.14, 1.16, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.16, -0.1, 1.34]	[-0.27, -0.06, 1.1]	[-0.37, -0.01, 1.08]	[-0.11, 0.04, -0.24]	[-0.21, 0.09, -0.27]
40	[-2.14, 1.16, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.16, -0.1, 1.34]	[-0.27, -0.06, 1.1]	[-0.37, -0.01, 1.08]	[-0.11, 0.04, -0.24]	[-0.21, 0.09, -0.27]
41	[-2.14, 1.16, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.16, -0.1, 1.34]	[-0.27, -0.06, 1.1]	[-0.37, -0.01, 1.08]	[-0.11, 0.04, -0.24]	[-0.21, 0.09, -0.27]
42	[-2.14, 1.16, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.16, -0.1, 1.34]	[-0.27, -0.06, 1.1]	[-0.37, -0.01, 1.08]	[-0.11, 0.04, -0.24]	[-0.21, 0.09, -0.27]
43	[-2.14, 1.16, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.16, -0.1, 1.34]	[-0.27, -0.06, 1.1]	[-0.37, -0.01, 1.08]	[-0.11, 0.04, -0.24]	[-0.21, 0.09, -0.27]
44	[-2.14, 1.16, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.16, -0.1, 1.34]	[-0.27, -0.06, 1.1]	[-0.37, -0.01, 1.08]	[-0.11, 0.04, -0.24]	[-0.21, 0.09, -0.27]
45	[-2.14, 1.16, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.16, -0.1, 1.34]	[-0.27, -0.06, 1.1]	[-0.37, -0.01, 1.08]	[-0.11, 0.04, -0.24]	[-0.21, 0.09, -0.27]
46	[-2.14, 1.16, 0.0, 0.0, 0.0, 0.0, -1.0]	[-0.16, -0.1, 1.34]	[-0.27, -0.06, 1.1]	[-0.37, -0.01, 1.08]	[-0.11, 0.04, -0.24]	[-0.21, 0.09, -0.27]
