step	action	robot0_eef_pos	cube_pos	gripper_to_cube_pos
0	[-0.68, 1.89, -1.57, 0.0, 0.0, 0.0, -1.0]	[-0.14, 0.0, 0.96]	[-0.2, 0.18, 0.82]	[0.06, -0.18, 0.14]
1	[-0.61, 1.76, -1.43, 0.0, 0.0, 0.0, -1.0]	[-0.15, 0.02, 0.94]	[-0.2, 0.18, 0.82]	[0.05, -0.16, 0.12]
2	[-0.51, 1.57, -1.22, 0.0, 0.0, 0.0, -1.0]	[-0.16, 0.04, 0.92]	[-0.2, 0.18, 0.82]	[0.04, -0.14, 0.1]
3	[-0.42, 1.39, -1.01, 0.0, 0.0, 0.0, -1.0]	[-0.17, 0.06, 0.9]	[-0.2, 0.18, 0.82]	[0.03, -0.12, 0.08]
4	[-0.34, 1.22, -0.8, 0.0, 0.0, 0.0, -1.0]	[-0.17, 0.07, 0.88]	[-0.2, 0.18, 0.82]	[0.03, -0.1, 0.06]
5	[-0.27, 1.04, -0.6, 0.0, 0.0, 0.0, -1.0]	[-0.18, 0.09, 0.87]	[-0.2, 0.18, 0.82]	[0.02, -0.08, 0.05]
6	[-0.21, 0.85, -0.45, 0.0, 0.0, 0.0, -1.0]	[-0.19, 0.11, 0.85]	[-0.2, 0.18, 0.82]	[0.01, -0.07, 0.03]
7	[-0.13, 0.66, -0.33, 0.0, 0.0, 0.0, -1.0]	[-0.19, 0.13, 0.85]	[-0.2, 0.18, 0.82]	[0.01, -0.05, 0.03]
8	[-0.09, 0.51, -0.27, 0.0, 0.0, 0.0, -1.0]	[-0.19, 0.14, 0.84]	[-0.2, 0.18, 0.82]	[0.01, -0.04, 0.03]
9	[-0.08, 0.38, -0.27, 0.0, 0.0, 0.0, -1.0]	[-0.19, 0.15, 0.84]	[-0.2, 0.18, 0.81]	[0.01, -0.03, 0.03]
10	[-0.07, 0.27, -0.27, 0.0, 0.0, 0.0, -1.0]	[-0.19, 0.16, 0.84]	[-0.2, 0.18, 0.81]	[0.01, -0.02, 0.03]
11	[-0.08, 0.19, -0.26, 0.0, 0.0, 0.0, -1.0]	[-0.19, 0.16, 0.84]	[-0.2, 0.18, 0.81]	[0.01, -0.02, 0.03]
12	[-0.1, 0.18, -0.26, 0.0, 0.0, 0.0, -1.0]	[-0.19, 0.16, 0.84]	[-0.2, 0.18, 0.81]	[0.01, -0.02, 0.03]
13	[-0.12, 0.18, -0.26, 0.0, 0.0, 0.0, -1.0]	[-0.18, 0.16, 0.84]	[-0.2, 0.18, 0.81]	[0.01, -0.02, 0.03]
14	[-0.14, 0.18, -0.25, 0.0, 0.0, 0.0, -1.0]	[-0.18, 0.16, 0.84]	[-0.2, 0.18, 0.81]	[0.01, -0.02, 0.02]
15	[-0.15, 0.19, -0.24, 0.0, 0.0, 0.0, -1.0]	[-0.18, 0.16, 0.84]	[-0.19, 0.18, 0.81]	[0.02, -0.02, 0.02]
16	[-0.16, 0.2, -0.23, 0.0, 0.0, 0.0, -1.0]	[-0.18, 0.16, 0.84]	[-0.19, 0.18, 0.81]	[0.02, -0.02, 0.02]
17	[-0.17, 0.2, -0.22, 0.0, 0.0, 0.0, -1.0]	[-0.17, 0.16, 0.84]	[-0.19, 0.18, 0.81]	[0.02, -0.02, 0.02]
18	[-0.18, 0.21, -0.22, 0.0, 0.0, 0.0, -1.0]	[-0.17, 0.16, 0.84]	[-0.19, 0.18, 0.81]	[0.02, -0.02, 0.02]
19	[-0.19, 0.22, -0.21, 0.0, 0.0, 0.0, -1.0]	[-0.17, 0.16, 0.84]	[-0.19, 0.18, 0.82]	[0.02, -0.02, 0.02]
20	[-0.2, 0.22, -0.21, 0.0, 0.0, 0.0, -1.0]	[-0.17, 0.16, 0.84]	[-0.19, 0.18, 0.82]	[0.02, -0.02, 0.02]
21	[-0.21, 0.22, -0.2, 0.0, 0.0, 0.0, -1.0]	[-0.16, 0.16, 0.84]	[-0.19, 0.18, 0.82]	[0.02, -0.02, 0.02]
22	[-0.23, 0.22, -0.19, 0.0, 0.0, 0.0, -1.0]	[-0.16, 0.16, 0.84]	[-0.19, 0.18, 0.82]	[0.02, -0.02, 0.02]
23	[-0.24, 0.22, -0.18, 0.0, 0.0, 0.0, -1.0]	[-0.16, 0.16, 0.84]	[-0.18, 0.19, 0.82]	[0.03, -0.02, 0.02]
24	[-0.26, 0.24, -0.18, 0.0, 0.0, 0.0, -1.0]	[-0.15, 0.17, 0.84]	[-0.18, 0.19, 0.82]	[0.03, -0.03, 0.02]
25	[-0.28, 0.26, -0.18, 0.0, 0.0, 0.0, -1.0]	[-0.15, 0.17, 0.84]	[-0.18, 0.2, 0.83]	[0.03, -0.03, 0.01]
26	[-0.33, 0.31, -0.13, 0.0, 0.0, 0.0, -1.0]	[-0.15, 0.17, 0.84]	[-0.2, 0.21, 0.82]	[0.05, -0.04, 0.02]
27	[-0.46, 0.36, -0.19, 0.0, 0.0, 0.0, -1.0]	[-0.16, 0.18, 0.84]	[-0.2, 0.21, 0.82]	[0.04, -0.03, 0.02]
28	[-0.4, 0.3, -0.15, 0.0, 0.0, 0.0, -1.0]	[-0.16, 0.19, 0.83]	[-0.2, 0.21, 0.82]	[0.03, -0.02, 0.01]
29	[-0.32, 0.24, -0.12, 0.0, 0.0, 0.0, -1.0]	[-0.17, 0.19, 0.83]	[-0.2, 0.21, 0.82]	[0.03, -0.02, 0.01]
30	[-0.27, 0.2, -0.09, 0.0, 0.0, 0.0, -1.0]	[-0.17, 0.2, 0.83]	[-0.2, 0.21, 0.82]	[0.02, -0.02, 0.01]
31	[-0.24, 0.18, -0.07, 0.0, 0.0, 0.0, -1.0]	[-0.18, 0.2, 0.83]	[-0.2, 0.22, 0.82]	[0.02, -0.02, 0.01]
