step	action	robot0_eef_pos	cube_pos	gripper_to_cube_pos
0	[-0.98, -0.51, -2.12, 0.0, 0.0, 0.0, -1.0]	[-0.09, 0.01, 1.02]	[-0.18, -0.04, 0.82]	[0.09, 0.04, 0.2]
1	[-0.86, -0.44, -1.99, 0.0, 0.0, 0.0, -1.0]	[-0.11, -0.0, 1.0]	[-0.18, -0.04, 0.82]	[0.07, 0.04, 0.18]
2	[-0.7, -0.36, -1.8, 0.0, 0.0, 0.0, -1.0]	[-0.12, -0.01, 0.98]	[-0.18, -0.04, 0.82]	[0.06, 0.03, 0.16]
3	[-0.56, -0.3, -1.6, 0.0, 0.0, 0.0, -1.0]	[-0.14, -0.01, 0.96]	[-0.18, -0.04, 0.82]	[0.04, 0.03, 0.14]
4	[-0.43, -0.25, -1.38, 0.0, 0.0, 0.0, -1.0]	[-0.15, -0.01, 0.94]	[-0.18, -0.04, 0.82]	[0.03, 0.02, 0.12]
5	[-0.32, -0.23, -1.15, 0.0, 0.0, 0.0, -1.0]	[-0.16, -0.02, 0.91]	[-0.18, -0.04, 0.82]	[0.02, 0.02, 0.09]
6	[-0.23, -0.19, -0.92, 0.0, 0.0, 0.0, -1.0]	[-0.16, -0.02, 0.89]	[-0.18, -0.04, 0.82]	[0.01, 0.02, 0.07]
7	[-0.15, -0.15, -0.69, 0.0, 0.0, 0.0, -1.0]	[-0.17, -0.03, 0.87]	[-0.18, -0.04, 0.82]	[0.01, 0.01, 0.05]
8	[-0.07, -0.11, -0.5, 0.0, 0.0, 0.0, -1.0]	[-0.18, -0.03, 0.86]	[-0.18, -0.04, 0.82]	[0.0, 0.01, 0.04]
9	[-0.0, -0.06, -0.35, 0.0, 0.0, 0.0, -1.0]	[-0.18, -0.03, 0.85]	[-0.18, -0.04, 0.82]	[-0.01, 0.0, 0.02]
10	[0.05, -0.03, -0.24, 0.0, 0.0, 0.0, -1.0]	[-0.19, -0.04, 0.84]	[-0.18, -0.04, 0.82]	[-0.01, -0.0, 0.02]
