step	action	robot0_eef_pos	cube_pos	gripper_to_cube_pos
0	[1.59, 0.67, -2.06, 0.0, 0.0, 0.0, -1.0]	[-0.06, 0.01, 1.01]	[0.08, 0.07, 0.82]	[-0.14, -0.06, 0.19]
1	[1.42, 0.58, -1.89, 0.0, 0.0, 0.0, -1.0]	[-0.04, 0.02, 0.98]	[0.08, 0.07, 0.82]	[-0.12, -0.05, 0.16]
2	[1.19, 0.49, -1.64, 0.0, 0.0, 0.0, -1.0]	[-0.02, 0.03, 0.96]	[0.08, 0.07, 0.82]	[-0.1, -0.04, 0.14]
3	[0.98, 0.4, -1.39, 0.0, 0.0, 0.0, -1.0]	[0.0, 0.04, 0.93]	[0.08, 0.07, 0.82]	[-0.08, -0.03, 0.11]
4	[0.77, 0.31, -1.14, 0.0, 0.0, 0.0, -1.0]	[0.02, 0.05, 0.91]	[0.08, 0.07, 0.82]	[-0.06, -0.02, 0.09]
5	[0.59, 0.23, -0.89, 0.0, 0.0, 0.0, -1.0]	[0.03, 0.05, 0.89]	[0.08, 0.07, 0.82]	[-0.05, -0.01, 0.07]
6	[0.46, 0.15, -0.67, 0.0, 0.0, 0.0, -1.0]	[0.04, 0.06, 0.87]	[0.08, 0.07, 0.82]	[-0.04, -0.01, 0.05]
7	[0.36, 0.08, -0.49, 0.0, 0.0, 0.0, -1.0]	[0.05, 0.07, 0.86]	[0.08, 0.07, 0.82]	[-0.03, -0.0, 0.04]
8	[0.28, 0.03, -0.36, 0.0, 0.0, 0.0, -1.0]	[0.06, 0.07, 0.85]	[0.08, 0.07, 0.82]	[-0.02, 0.0, 0.03]
9	[0.22, -0.01, -0.26, 0.0, 0.0, 0.0, -1.0]	[0.06, 0.07, 0.84]	[0.08, 0.07, 0.82]	[-0.02, 0.0, 0.02]
10	[0.17, -0.03, -0.19, 0.0, 0.0, 0.0, -1.0]	[0.07, 0.07, 0.84]	[0.08, 0.07, 0.82]	[-0.01, 0.0, 0.01]
11	[0.13, -0.04, -0.14, 0.0, 0.0, 0.0, -1.0]	[0.07, 0.07, 0.83]	[0.08, 0.07, 0.82]	[-0.01, 0.0, 0.01]
12	[0.1, -0.04, -0.11, 0.0, 0.0, 0.0, -1.0]	[0.07, 0.07, 0.83]	[0.08, 0.07, 0.82]	[-0.01, 0.0, 0.01]
13	[0.08, -0.03, -0.08, 0.0, 0.0, 0.0, -1.0]	[0.07, 0.07, 0.83]	[0.08, 0.07, 0.82]	[-0.01, 0.0, 0.01]
14	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.07, 0.07, 0.83]	[0.08, 0.07, 0.82]	[-0.0, 0.0, 0.01]
15	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.07, 0.07, 0.83]	[0.08, 0.07, 0.82]	[-0.0, 0.0, 0.01]
16	[0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 1.0]	[0.07, 0.07, 0.83]	[0.08, 0.07, 0.82]	[-0.0, -0.0, 0.01]
17	[0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 1.0]	[0.07, 0.07, 0.84]	[0.08, 0.07, 0.83]	[-0.0, 0.0, 0.01]
18	[0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 1.0]	[0.07, 0.07, 0.84]	[0.08, 0.07, 0.83]	[-0.0, 0.0, 0.01]
19	[0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 1.0]	[0.07, 0.07, 0.85]	[0.08, 0.07, 0.84]	[-0.0, 0.0, 0.01]
20	[0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 1.0]	[0.07, 0.07, 0.85]	[0.08, 0.07, 0.84]	[-0.0, 0.0, 0.01]
21	[0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 1.0]	[0.07, 0.07, 0.86]	[0.08, 0.07, 0.85]	[-0.0, 0.0, 0.01]
22	[0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 1.0]	[0.07, 0.07, 0.86]	[0.08, 0.07, 0.86]	[-0.0, 0.0, 0.01]
23	[0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 1.0]	[0.07, 0.07, 0.87]	[0.08, 0.07, 0.86]	[-0.0, 0.0, 0.01]
24	[0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 1.0]	[0.07, 0.07, 0.88]	[0.08, 0.07, 0.87]	[-0.0, 0.0, 0.01]
25	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.07, 0.07, 0.88]	[0.08, 0.07, 0.87]	[-0.0, 0.0, 0.01]
26	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.07, 0.07, 0.88]	[0.08, 0.07, 0.87]	[-0.0, 0.0, 0.01]
27	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.07, 0.07, 0.88]	[0.08, 0.07, 0.87]	[-0.0, 0.0, 0.01]
28	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.07, 0.07, 0.88]	[0.08, 0.07, 0.87]	[-0.0, 0.0, 0.01]
29	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.07, 0.07, 0.88]	[0.08, 0.07, 0.87]	[-0.0, 0.0, 0.01]
30	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.07, 0.07, 0.88]	[0.08, 0.07, 0.87]	[-0.0, 0.0, 0.01]
31	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.07, 0.07, 0.88]	[0.08, 0.07, 0.87]	[-0.0, 0.0, 0.01]
32	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.07, 0.07, 0.88]	[0.08, 0.07, 0.87]	[-0.0, 0.0, 0.01]
33	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.07, 0.07, 0.88]	[0.08, 0.07, 0.87]	[-0.0, -0.0, 0.01]
34	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.07, 0.07, 0.88]	[0.08, 0.07, 0.87]	[-0.0, -0.0, 0.01]
35	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.07, 0.07, 0.88]	[0.08, 0.07, 0.87]	[-0.0, -0.0, 0.01]
36	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.07, 0.07, 0.88]	[0.08, 0.07, 0.87]	[-0.0, -0.0, 0.01]
37	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.07, 0.07, 0.88]	[0.08, 0.07, 0.87]	[-0.0, -0.0, 0.01]
38	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.07, 0.07, 0.88]	[0.08, 0.07, 0.87]	[-0.0, -0.0, 0.01]
39	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.07, 0.07, 0.88]	[0.08, 0.07, 0.87]	[-0.0, -0.0, 0.01]
40	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.07, 0.07, 0.88]	[0.08, 0.07, 0.87]	[-0.0, -0.0, 0.01]
41	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.07, 0.07, 0.88]	[0.08, 0.07, 0.87]	[-0.0, -0.0, 0.01]
42	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.07, 0.07, 0.88]	[0.08, 0.07, 0.87]	[-0.0, -0.0, 0.01]
