step	action	robot0_eef_pos	cube_pos	gripper_to_cube_pos
0	[2.29, 1.6, -1.99, 0.0, 0.0, 0.0, -1.0]	[-0.08, 0.0, 1.0]	[0.14, 0.15, 0.82]	[-0.21, -0.15, 0.18]
1	[2.12, 1.47, -1.82, 0.0, 0.0, 0.0, -1.0]	[-0.05, 0.02, 0.98]	[0.14, 0.15, 0.82]	[-0.19, -0.13, 0.16]
2	[1.91, 1.3, -1.56, 0.0, 0.0, 0.0, -1.0]	[-0.03, 0.04, 0.95]	[0.14, 0.15, 0.82]	[-0.17, -0.11, 0.13]
3	[1.7, 1.11, -1.31, 0.0, 0.0, 0.0, -1.0]	[-0.01, 0.06, 0.93]	[0.14, 0.15, 0.82]	[-0.15, -0.09, 0.11]
4	[1.49, 0.91, -1.05, 0.0, 0.0, 0.0, -1.0]	[0.01, 0.08, 0.9]	[0.14, 0.15, 0.82]	[-0.13, -0.07, 0.08]
5	[1.29, 0.69, -0.8, 0.0, 0.0, 0.0, -1.0]	[0.03, 0.1, 0.88]	[0.14, 0.15, 0.82]	[-0.11, -0.05, 0.06]
6	[1.1, 0.49, -0.57, 0.0, 0.0, 0.0, -1.0]	[0.04, 0.12, 0.86]	[0.14, 0.15, 0.82]	[-0.09, -0.03, 0.04]
7	[0.92, 0.31, -0.4, 0.0, 0.0, 0.0, -1.0]	[0.06, 0.13, 0.85]	[0.14, 0.15, 0.82]	[-0.07, -0.02, 0.03]
8	[0.75, 0.17, -0.27, 0.0, 0.0, 0.0, -1.0]	[0.08, 0.14, 0.84]	[0.14, 0.15, 0.82]	[-0.06, -0.01, 0.02]
9	[0.6, 0.07, -0.18, 0.0, 0.0, 0.0, -1.0]	[0.09, 0.15, 0.83]	[0.14, 0.15, 0.82]	[-0.05, -0.0, 0.01]
10	[0.46, 0.01, -0.13, 0.0, 0.0, 0.0, -1.0]	[0.1, 0.15, 0.83]	[0.14, 0.15, 0.82]	[-0.03, 0.0, 0.01]
11	[0.34, -0.02, -0.11, 0.0, 0.0, 0.0, -1.0]	[0.11, 0.15, 0.83]	[0.14, 0.15, 0.82]	[-0.02, 0.0, 0.01]
12	[0.24, -0.02, -0.09, 0.0, 0.0, 0.0, -1.0]	[0.12, 0.15, 0.83]	[0.14, 0.15, 0.82]	[-0.02, 0.0, 0.01]
13	[0.16, -0.01, -0.08, 0.0, 0.0, 0.0, -1.0]	[0.13, 0.15, 0.83]	[0.14, 0.15, 0.82]	[-0.01, 0.0, 0.01]
14	[0.1, -0.01, -0.08, 0.0, 0.0, 0.0, -1.0]	[0.13, 0.15, 0.83]	[0.14, 0.15, 0.82]	[-0.01, 0.0, 0.01]
15	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.13, 0.15, 0.83]	[0.14, 0.15, 0.82]	[-0.0, -0.0, 0.01]
16	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.13, 0.15, 0.83]	[0.14, 0.15, 0.82]	[-0.0, -0.0, 0.01]
17	[0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 1.0]	[0.14, 0.15, 0.83]	[0.14, 0.15, 0.83]	[-0.0, -0.0, 0.01]
18	[0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 1.0]	[0.14, 0.15, 0.84]	[0.14, 0.15, 0.83]	[-0.0, -0.0, 0.01]
19	[0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 1.0]	[0.14, 0.15, 0.85]	[0.14, 0.15, 0.84]	[-0.0, -0.0, 0.01]
20	[0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 1.0]	[0.14, 0.15, 0.85]	[0.14, 0.15, 0.84]	[-0.0, -0.0, 0.01]
21	[0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 1.0]	[0.14, 0.15, 0.86]	[0.14, 0.15, 0.85]	[-0.0, -0.0, 0.01]
22	[0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 1.0]	[0.14, 0.15, 0.86]	[0.14, 0.15, 0.85]	[-0.0, -0.0, 0.01]
23	[0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 1.0]	[0.14, 0.15, 0.87]	[0.14, 0.15, 0.86]	[-0.0, -0.0, 0.01]
24	[0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 1.0]	[0.13, 0.15, 0.87]	[0.14, 0.15, 0.87]	[-0.0, -0.0, 0.01]
25	[0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 1.0]	[0.13, 0.15, 0.88]	[0.14, 0.15, 0.87]	[-0.0, -0.0, 0.01]
26	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.13, 0.15, 0.88]	[0.14, 0.15, 0.87]	[-0.0, -0.0, 0.01]
27	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.13, 0.15, 0.88]	[0.14, 0.15, 0.87]	[-0.0, -0.0, 0.01]
28	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.13, 0.15, 0.88]	[0.14, 0.15, 0.87]	[-0.0, -0.0, 0.01]
29	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.13, 0.15, 0.88]	[0.14, 0.15, 0.87]	[-0.0, -0.0, 0.01]
30	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.13, 0.15, 0.88]	[0.14, 0.15, 0.87]	[-0.0, -0.0, 0.01]
31	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.13, 0.15, 0.88]	[0.14, 0.15, 0.87]	[-0.0, -0.0, 0.01]
32	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.13, 0.15, 0.88]	[0.14, 0.15, 0.87]	[-0.0, -0.0, 0.01]
33	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.13, 0.15, 0.88]	[0.14, 0.15, 0.87]	[-0.0, -0.0, 0.01]
34	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.13, 0.15, 0.88]	[0.14, 0.15, 0.87]	[-0.0, -0.0, 0.01]
35	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.13, 0.15, 0.88]	[0.14, 0.15, 0.87]	[-0.0, -0.0, 0.01]
36	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.13, 0.15, 0.88]	[0.14, 0.15, 0.87]	[-0.0, -0.0, 0.01]
37	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.13, 0.15, 0.88]	[0.14, 0.15, 0.87]	[-0.0, -0.0, 0.01]
38	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.13, 0.15, 0.88]	[0.14, 0.15, 0.87]	[-0.0, -0.0, 0.01]
39	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.13, 0.15, 0.88]	[0.14, 0.15, 0.87]	[-0.0, -0.0, 0.01]
40	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.13, 0.15, 0.88]	[0.14, 0.15, 0.87]	[-0.0, -0.0, 0.01]
41	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.13, 0.15, 0.88]	[0.14, 0.15, 0.87]	[-0.0, -0.0, 0.01]
42	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.13, 0.15, 0.88]	[0.14, 0.15, 0.87]	[-0.0, -0.0, 0.01]
43	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.13, 0.15, 0.88]	[0.13, 0.15, 0.87]	[-0.0, -0.0, 0.01]
44	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.13, 0.15, 0.88]	[0.13, 0.15, 0.87]	[-0.0, -0.0, 0.01]
45	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.13, 0.15, 0.88]	[0.13, 0.15, 0.87]	[-0.0, -0.0, 0.01]
46	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.13, 0.15, 0.88]	[0.13, 0.15, 0.87]	[-0.0, -0.0, 0.01]
47	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.13, 0.15, 0.88]	[0.13, 0.15, 0.87]	[-0.0, -0.0, 0.01]
48	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.13, 0.15, 0.88]	[0.13, 0.15, 0.87]	[-0.0, -0.0, 0.01]
49	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]	[0.13, 0.15, 0.88]	[0.13, 0.15, 0.87]	[-0.0, -0.0, 0.01]
