step	action	robot0_eef_pos	cube_pos	gripper_to_cube_pos
0	[-0.58, -1.44, -1.82, 0.0, 0.0, 0.0, -1.0]	[-0.12, -0.02, 0.99]	[-0.18, -0.15, 0.82]	[0.05, 0.13, 0.17]
1	[-0.52, -1.3, -1.67, 0.0, 0.0, 0.0, -1.0]	[-0.13, -0.04, 0.97]	[-0.18, -0.15, 0.82]	[0.04, 0.11, 0.15]
2	[-0.44, -1.12, -1.47, 0.0, 0.0, 0.0, -1.0]	[-0.14, -0.06, 0.95]	[-0.18, -0.15, 0.82]	[0.04, 0.09, 0.13]
3	[-0.36, -0.95, -1.26, 0.0, 0.0, 0.0, -1.0]	[-0.15, -0.08, 0.93]	[-0.18, -0.15, 0.82]	[0.03, 0.08, 0.1]
4	[-0.3, -0.79, -1.04, 0.0, 0.0, 0.0, -1.0]	[-0.15, -0.09, 0.9]	[-0.18, -0.15, 0.82]	[0.03, 0.07, 0.08]
5	[-0.25, -0.65, -0.82, 0.0, 0.0, 0.0, -1.0]	[-0.16, -0.1, 0.88]	[-0.18, -0.15, 0.82]	[0.02, 0.05, 0.06]
6	[-0.2, -0.52, -0.62, 0.0, 0.0, 0.0, -1.0]	[-0.16, -0.12, 0.87]	[-0.18, -0.15, 0.82]	[0.01, 0.04, 0.05]
7	[-0.12, -0.39, -0.45, 0.0, 0.0, 0.0, -1.0]	[-0.17, -0.13, 0.85]	[-0.18, -0.15, 0.82]	[0.0, 0.03, 0.03]
8	[-0.04, -0.27, -0.32, 0.0, 0.0, 0.0, -1.0]	[-0.18, -0.14, 0.84]	[-0.18, -0.16, 0.82]	[-0.0, 0.02, 0.02]
9	[0.01, -0.21, -0.22, 0.0, 0.0, 0.0, -1.0]	[-0.18, -0.15, 0.84]	[-0.18, -0.17, 0.82]	[-0.0, 0.02, 0.02]
10	[0.02, -0.17, -0.16, 0.0, 0.0, 0.0, -1.0]	[-0.18, -0.16, 0.84]	[-0.18, -0.18, 0.83]	[-0.0, 0.02, 0.01]
11	[0.01, -0.15, -0.09, 0.0, 0.0, 0.0, -1.0]	[-0.19, -0.17, 0.83]	[-0.18, -0.18, 0.83]	[-0.0, 0.01, 0.0]
12	[0.01, -0.13, -0.04, 0.0, 0.0, 0.0, -1.0]	[-0.19, -0.18, 0.83]	[-0.18, -0.19, 0.83]	[-0.0, 0.01, 0.0]
13	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]	[-0.18, -0.18, 0.84]	[-0.18, -0.19, 0.83]	[-0.0, 0.01, 0.0]
14	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]	[-0.18, -0.18, 0.84]	[-0.18, -0.19, 0.83]	[-0.0, 0.01, 0.0]
15	[0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 1.0]	[-0.18, -0.19, 0.84]	[-0.18, -0.19, 0.83]	[-0.0, 0.0, 0.01]
