step	action	robot0_eef_pos	cube_pos	gripper_to_cube_pos
0	[2.79, 0.52, -1.85, 0.0, 0.0, 0.0, -1.0]	[-0.09, -0.0, 0.99]	[0.17, 0.04, 0.82]	[-0.26, -0.05, 0.17]
1	[2.62, 0.45, -1.68, 0.0, 0.0, 0.0, -1.0]	[-0.07, 0.0, 0.96]	[0.17, 0.04, 0.82]	[-0.24, -0.04, 0.14]
2	[2.41, 0.37, -1.43, 0.0, 0.0, 0.0, -1.0]	[-0.05, 0.01, 0.94]	[0.17, 0.04, 0.82]	[-0.22, -0.03, 0.12]
3	[2.2, 0.3, -1.17, 0.0, 0.0, 0.0, -1.0]	[-0.03, 0.02, 0.91]	[0.17, 0.04, 0.82]	[-0.2, -0.02, 0.09]
4	[1.99, 0.23, -0.92, 0.0, 0.0, 0.0, -1.0]	[-0.01, 0.02, 0.89]	[0.17, 0.04, 0.82]	[-0.18, -0.02, 0.07]
5	[1.79, 0.16, -0.68, 0.0, 0.0, 0.0, -1.0]	[0.01, 0.03, 0.87]	[0.17, 0.04, 0.82]	[-0.16, -0.01, 0.05]
6	[1.59, 0.1, -0.48, 0.0, 0.0, 0.0, -1.0]	[0.03, 0.04, 0.86]	[0.17, 0.04, 0.82]	[-0.14, -0.0, 0.03]
7	[1.38, 0.04, -0.34, 0.0, 0.0, 0.0, -1.0]	[0.05, 0.04, 0.84]	[0.17, 0.04, 0.82]	[-0.12, -0.0, 0.02]
8	[1.18, 0.01, -0.24, 0.0, 0.0, 0.0, -1.0]	[0.07, 0.04, 0.84]	[0.17, 0.04, 0.82]	[-0.1, 0.0, 0.02]
9	[0.97, -0.02, -0.17, 0.0, 0.0, 0.0, -1.0]	[0.09, 0.04, 0.83]	[0.17, 0.04, 0.82]	[-0.08, 0.0, 0.01]
10	[0.76, -0.03, -0.12, 0.0, 0.0, 0.0, -1.0]	[0.11, 0.04, 0.83]	[0.17, 0.04, 0.82]	[-0.06, 0.0, 0.01]
11	[0.57, -0.03, -0.09, 0.0, 0.0, 0.0, -1.0]	[0.13, 0.04, 0.83]	[0.17, 0.04, 0.82]	[-0.04, 0.0, 0.01]
